,industry,rank,search_city,search_job,avg_sal,years_exp,degrees_total,sen_job_titles_total,languages_total,visualization_total,big_data_total,cloud_total,platform_total,ds_concepts_total,deep_learning_totals,log_avg_sal
2608,12,3.4,7,2,111500.0,1,1,0,6,0,4,3,1,4,1,11.621788838451959
2609,12,4.1,7,2,80500.0,3,1,0,4,0,0,0,0,1,0,11.296024885689746
2610,14,3.7,7,2,77500.0,5,1,1,3,0,0,0,0,1,0,11.258046118484
2611,14,4.4,7,2,137500.0,5,2,1,0,0,0,1,1,2,0,11.83138646878959
2612,12,4.1,7,2,126500.0,4,0,1,0,0,0,0,0,0,0,11.748005492256807
2614,12,4.6,7,2,149500.0,2,1,0,4,0,3,2,0,2,1,11.915058360753719
2615,4,3.7,7,2,105500.0,5,1,1,0,0,0,0,0,2,0,11.566475710526321
2616,12,4.0,7,2,131000.0,5,0,1,2,1,0,2,0,2,2,11.782960235741939
2618,9,3.9,7,2,104000.0,2,1,0,4,1,3,3,1,2,0,11.552155793461898
2619,9,4.3,7,2,142000.0,5,1,1,4,1,6,4,0,4,2,11.863589378812122
2620,9,3.9,7,2,106500.0,2,1,0,4,1,3,3,1,2,0,11.575909653758895
2621,12,4.7,7,2,141500.0,5,1,0,3,0,3,4,0,2,1,11.860062063178267
2622,5,3.9,7,2,142000.0,4,2,1,1,0,3,3,1,2,0,11.863589378812122
2625,9,3.9,7,2,173500.0,7,1,1,4,1,2,4,0,4,1,12.063938642041201
2626,12,4.0,7,2,125000.0,2,2,0,5,0,4,2,0,3,1,11.736077016252437
2627,12,4.3,7,2,144000.0,5,1,0,3,1,1,0,0,1,0,11.87757552297847
2628,0,3.9,0,3,110500.0,6,2,1,6,2,2,1,1,5,2,11.612779849672751
2629,0,3.9,0,3,94500.0,3,2,0,6,2,2,2,1,5,2,11.456365695436427
2631,12,4.3,0,3,112500.0,3,2,0,4,2,2,1,1,5,1,11.630717389475995
2632,4,4.0,0,3,92500.0,3,0,0,4,1,0,1,1,1,0,11.434974734252892
2633,12,4.0,0,3,120500.0,5,3,0,4,0,3,0,0,4,1,11.699413330633599
2634,12,4.2,0,3,116000.0,1,1,1,5,2,1,1,0,3,0,11.661354090741
2635,12,4.2,0,3,93000.0,3,1,0,6,0,0,4,0,3,2,11.440365524765756
2636,4,3.5,0,3,51500.0,3,1,0,1,0,0,0,0,0,0,10.849356503939038
2637,14,4.0,0,3,88500.0,7,0,0,3,0,1,0,0,3,1,11.390769130367211
2638,12,4.3,0,3,126000.0,2,0,0,4,1,3,0,0,2,0,11.744045122410057
2639,4,3.5,0,3,73500.0,10,1,1,0,0,0,0,0,0,0,11.205054290550551
2641,12,3.8,0,3,103000.0,3,2,1,3,0,0,1,1,4,1,11.542493975902508
2643,4,3.5,0,3,51500.0,5,1,0,0,0,0,0,0,0,0,10.849356503939038
2644,5,4.2,0,3,124500.0,4,2,1,3,0,2,0,0,4,1,11.732069026983156
2645,12,4.0,0,3,135500.0,4,3,1,5,0,3,0,0,4,2,11.816734299348461
2646,23,3.9,0,3,125500.0,8,2,1,3,0,0,3,0,4,1,11.74006900564972
2647,5,3.9,0,3,115500.0,5,2,1,2,0,1,3,0,4,1,11.657034466915164
2648,12,4.3,0,3,59000.0,5,0,0,6,0,3,3,0,3,0,10.985309671896763
2649,0,3.9,0,3,110500.0,4,1,1,4,1,1,0,0,2,1,11.612779849672751
2650,4,3.7,0,3,61500.0,2,2,0,0,0,0,0,0,0,0,11.026808713825016
2653,12,4.3,0,3,133500.0,5,2,0,3,0,2,0,0,4,2,11.80186424743109
2654,12,3.8,0,3,114500.0,5,0,0,7,0,1,1,0,4,0,11.648338835562747
2655,14,3.8,0,3,89000.0,4,1,0,4,1,1,3,1,6,0,11.39640288460621
2656,5,4.6,0,3,100000.0,10,1,1,4,1,0,0,0,4,1,11.51293546492023
2657,12,3.8,0,3,141000.0,4,1,1,5,0,0,1,0,6,0,11.856522261533737
2658,4,3.8,1,3,143000.0,3,1,1,4,2,1,0,1,4,2,11.870606902224587
2659,9,4.2,1,3,177500.0,7,1,1,0,0,0,0,0,4,1,12.086731521684555
2660,9,4.2,1,3,96500.0,5,2,1,1,0,1,0,0,5,1,11.477308649967686
2663,13,3.8,1,3,142000.0,3,1,0,6,0,2,0,0,2,1,11.863589378812122
2664,12,3.2,1,3,124500.0,3,1,0,2,0,0,0,0,5,2,11.732069026983156
2666,4,3.9,1,3,113500.0,3,2,0,5,0,0,0,0,2,1,11.63956692643747
2667,3,4.1,1,3,117500.0,5,2,0,5,1,2,2,0,4,1,11.674202123168433
2668,21,3.3,1,3,107500.0,2,1,0,8,0,1,3,0,1,0,11.58525542883217
2669,13,3.5,1,3,94500.0,3,2,0,0,0,1,0,0,4,0,11.456365695436427
2670,11,4.1,1,3,77500.0,3,1,0,3,0,0,0,0,3,1,11.258046118484
2671,12,4.3,1,3,117000.0,2,1,0,6,0,2,0,0,6,2,11.669937760751914
2672,4,4.0,1,3,96000.0,3,0,0,5,1,0,1,1,1,0,11.472113887062386
2673,5,3.9,1,3,65000.0,1,2,0,2,0,0,3,0,5,1,11.082157933374816
2675,12,3.8,1,3,101000.0,3,1,0,5,0,0,3,0,2,0,11.522885696764481
2676,11,3.1,1,3,116500.0,3,2,0,0,0,1,0,0,4,0,11.665655135642039
2677,18,4.5,1,3,98000.0,3,1,0,2,0,3,1,0,3,0,11.49273296168228
2678,21,3.3,1,3,125000.0,8,1,0,0,0,0,1,0,2,0,11.736077016252437
2679,13,3.8,1,3,69500.0,2,2,0,3,0,0,0,0,3,0,11.149096419938578
2681,11,4.1,1,3,85000.0,5,2,0,4,0,0,1,1,4,0,11.350418300109132
2683,12,4.3,1,3,117000.0,2,1,0,6,0,2,0,0,6,1,11.669937760751914
2686,14,3.7,2,3,50500.0,2,0,0,1,0,0,0,0,0,0,10.829748417047593
2687,5,4.5,2,3,111000.0,5,0,0,4,0,0,0,1,4,0,11.6172944892629
2689,12,3.8,2,3,92500.0,5,0,0,0,0,1,0,0,4,2,11.434974734252892
2691,5,4.9,2,3,104000.0,4,0,0,2,2,0,0,0,2,0,11.552155793461898
2692,12,3.8,2,3,142500.0,6,2,1,6,0,1,1,0,6,1,11.86710429621008
2694,13,3.1,2,3,83000.0,2,1,0,3,0,1,1,1,5,1,11.326607934898927
2695,23,3.7,2,3,114500.0,2,1,1,4,2,0,0,0,2,1,11.648338835562747
2696,8,4.2,2,3,83500.0,5,1,0,3,0,0,0,0,2,0,11.332613886815139
2697,11,4.1,2,3,88000.0,3,1,0,6,2,3,0,1,2,1,11.385103457032141
2699,5,4.5,2,3,111000.0,5,1,0,3,0,1,0,0,6,1,11.6172944892629
2700,5,4.0,2,3,74500.0,4,0,0,4,0,0,0,0,3,0,11.218567827096358
2702,5,3.4,2,3,93500.0,5,2,0,3,0,3,0,0,4,1,11.44572741040675
2703,18,4.1,2,3,118000.0,8,2,0,3,0,1,0,0,4,0,11.678448377988165
2705,12,3.8,2,3,108500.0,4,2,0,6,0,1,1,0,6,1,11.59451466851004
2708,18,3.0,2,3,113000.0,2,1,0,4,0,1,0,0,7,0,11.635151947212842
2709,13,4.0,2,3,163500.0,10,2,0,3,0,0,0,0,1,0,12.004574385508691
2710,1,3.8,3,3,171500.0,10,1,1,1,0,0,1,0,3,2,12.052344376474922
2712,0,3.6,3,3,113000.0,4,1,0,1,0,0,0,2,1,0,11.635151947212842
2713,4,4.2,3,3,140000.0,5,2,1,1,0,0,2,1,0,0,11.849404844423074
2714,12,4.7,3,3,158500.0,5,1,1,1,0,2,0,0,3,1,11.973516181427835
2715,12,3.8,3,3,118500.0,4,2,0,6,0,1,1,0,6,1,11.682676678340282
2716,11,4.4,3,3,130500.0,3,0,1,2,0,0,0,0,3,0,11.779136168550774
2717,1,3.8,3,3,171500.0,10,1,1,1,0,0,1,0,3,2,12.052344376474922
2718,12,4.1,3,3,141500.0,10,0,2,5,0,1,1,0,2,1,11.860062063178267
2719,12,3.4,3,3,128000.0,6,0,1,2,0,0,2,0,5,3,11.759793355371237
2720,12,4.7,3,3,148500.0,8,2,1,3,0,5,1,0,3,1,11.908346971208951
2722,8,4.3,3,3,28500.0,4,3,0,2,0,0,0,0,1,0,10.25769445336048
2723,1,3.8,3,3,176500.0,10,2,1,1,0,0,1,0,3,2,12.081081821061819
2724,5,3.2,3,3,100500.0,3,0,0,2,1,1,1,2,1,0,11.51792295668052
2725,4,3.3,3,3,132500.0,8,2,1,1,0,0,1,0,0,0,11.794345471549745
2726,12,3.0,3,3,90000.0,5,1,1,3,1,0,4,0,4,0,11.407576060361786
2727,4,4.0,3,3,79000.0,2,1,0,2,0,0,0,0,0,0,11.277215789596893
2728,5,3.3,3,3,54000.0,2,1,0,2,1,0,0,0,2,0,10.896757843893464
2729,8,4.2,3,3,31000.0,3,1,0,0,0,0,0,1,1,0,10.34177474101152
2732,1,4.1,3,3,102000.0,10,0,0,4,0,0,0,0,0,0,11.532737896139919
2733,4,3.7,3,3,55500.0,5,2,0,0,0,0,1,1,0,0,10.92415631759022
2734,5,3.9,3,3,81000.0,1,2,0,0,0,3,3,1,3,1,11.302216779257382
2736,12,3.7,3,3,123000.0,3,2,0,4,0,4,1,0,2,1,11.719947764402807
2737,14,3.5,3,3,57500.0,2,1,0,1,2,1,0,2,0,0,10.959557617938563
2739,12,3.5,3,3,89000.0,10,2,0,2,0,2,0,1,3,1,11.39640288460621
2740,9,3.7,3,3,86500.0,3,1,0,0,0,0,0,0,1,0,11.367911253546788
2741,18,3.5,3,3,51000.0,1,0,0,0,1,0,0,1,0,0,10.839600519357369
2742,18,3.7,3,3,67000.0,5,1,0,0,0,0,0,0,1,0,11.112462823634855
2743,11,3.5,3,3,71500.0,4,2,1,2,1,1,0,0,1,0,11.177466714598282
2744,12,3.5,3,3,49500.0,3,0,0,5,3,1,0,0,0,0,10.809748150372926
2745,11,3.5,4,3,128500.0,8,1,1,5,0,0,2,1,5,1,11.763691965388299
2747,13,3.8,4,3,73500.0,5,2,1,4,0,0,0,1,0,0,11.205054290550551
2748,4,4.0,4,3,131000.0,3,4,0,1,0,1,0,0,2,0,11.782960235741939
2750,15,4.0,4,3,110000.0,2,3,0,4,0,0,1,0,3,1,11.608244735642321
2752,15,4.0,4,3,160500.0,5,1,0,3,2,0,1,0,4,0,11.986055452062393
2753,5,2.8,4,3,89000.0,2,1,0,2,0,0,2,0,3,0,11.39640288460621
2755,5,3.5,4,3,71500.0,2,1,0,1,0,0,1,0,1,0,11.177466714598282
2756,12,3.6,4,3,73500.0,10,2,0,3,0,0,0,0,4,2,11.205054290550551
2757,15,2.9,4,3,89500.0,3,1,0,4,3,2,2,0,6,2,11.402005077384885
2758,12,3.8,4,3,114500.0,4,2,0,6,0,1,1,0,6,1,11.648338835562747
2759,12,4.0,4,3,154500.0,4,1,0,2,1,1,1,0,2,0,11.947955847790901
2760,12,3.8,4,3,150500.0,4,2,1,5,0,0,0,0,6,0,11.921725007667265
2761,12,4.0,4,3,127500.0,4,1,0,2,1,1,1,0,2,0,11.755879486687116
2762,8,4.3,4,3,106500.0,5,1,0,2,0,1,0,0,3,0,11.575909653758895
2764,5,4.1,4,3,171000.0,3,2,1,4,0,4,0,0,4,2,12.049424683420915
2765,21,3.0,4,3,110000.0,6,0,0,2,0,1,0,1,5,0,11.608244735642321
2766,21,3.9,4,3,124000.0,4,0,0,3,1,1,0,1,4,0,11.728044909070785
2767,12,3.8,4,3,150500.0,6,2,1,6,0,1,1,0,6,1,11.921725007667265
2769,12,4.0,4,3,138000.0,4,0,1,4,2,1,0,0,2,0,11.835016210489899
2770,9,3.4,5,3,87000.0,4,1,0,3,0,0,0,0,5,0,11.373674891823535
2771,0,3.9,5,3,109000.0,3,2,1,1,0,2,0,0,5,1,11.599112335481124
2773,14,3.1,5,3,63500.0,3,2,0,0,0,0,0,0,0,0,11.05881093278828
2774,13,3.8,5,3,148500.0,3,1,0,6,0,2,0,0,2,1,11.908346971208951
2776,12,4.4,5,3,141500.0,3,2,0,6,0,5,2,0,6,2,11.860062063178267
2777,12,4.2,5,3,127000.0,3,0,0,2,0,1,1,0,2,0,11.751950239425476
2778,9,4.1,5,3,106500.0,2,2,0,3,0,3,0,1,4,2,11.575909653758895
2782,5,4.0,5,3,98000.0,3,2,0,4,2,1,0,1,7,0,11.49273296168228
2784,9,3.8,5,3,109000.0,2,1,0,1,1,1,0,0,2,0,11.599112335481124
2785,10,3.2,5,3,77500.0,1,2,0,3,0,0,1,0,1,0,11.258046118484
2787,12,3.8,5,3,122000.0,2,1,0,2,0,0,0,0,3,0,11.711784520403112
2788,13,3.9,5,3,158500.0,4,1,0,2,0,0,0,0,1,0,11.973516181427835
2789,15,4.3,5,3,123500.0,2,3,0,3,0,2,1,0,5,1,11.724004532183379
2790,12,3.2,5,3,131000.0,3,1,0,2,0,0,0,0,5,2,11.782960235741939
2791,12,4.2,5,3,141000.0,2,0,0,1,0,0,0,0,3,0,11.856522261533737
2792,4,4.0,5,3,102000.0,3,0,0,4,1,0,1,1,1,0,11.532737896139919
2793,13,3.9,5,3,144000.0,2,1,0,2,0,0,0,0,1,0,11.87757552297847
2794,12,3.8,5,3,116500.0,3,3,0,5,0,0,0,0,4,0,11.665655135642039
2795,11,3.3,5,3,100000.0,4,1,0,2,0,1,0,0,3,0,11.51293546492023
2796,12,3.8,5,3,116500.0,4,2,0,6,0,1,1,0,6,1,11.665655135642039
2798,9,3.8,5,3,155000.0,4,2,1,3,0,0,0,0,3,2,11.951186847493476
2799,12,4.4,7,3,149000.0,3,0,0,3,2,1,0,0,1,0,11.91170829631447
2800,15,3.6,7,3,146500.0,2,2,0,2,0,0,0,0,1,1,11.89478753335453
2801,12,4.0,7,3,125500.0,2,1,0,3,0,0,0,0,2,0,11.74006900564972
2803,21,4.0,7,3,125500.0,4,1,0,3,3,0,1,0,8,0,11.74006900564972
2804,12,4.0,7,3,147500.0,5,2,0,3,1,2,0,0,0,0,11.901590234400047
2805,12,3.8,7,3,126500.0,8,0,0,3,0,4,2,0,7,1,11.748005492256807
2806,10,4.4,7,3,74000.0,1,1,0,1,0,0,0,0,4,1,11.211833885608513
2808,3,4.1,7,3,140000.0,5,2,0,5,1,2,2,0,4,1,11.849404844423074
2809,12,4.2,7,3,128500.0,1,0,0,5,2,1,1,0,3,0,11.763691965388299
2811,21,4.3,7,3,121500.0,3,1,0,3,0,0,0,0,2,0,11.707677772181546
2812,4,4.0,7,3,114500.0,3,0,0,4,1,0,1,1,1,0,11.648338835562747
2813,12,4.1,7,3,142500.0,8,2,0,3,0,0,0,1,2,0,11.86710429621008
2814,9,4.1,7,3,142500.0,5,2,0,3,0,1,1,0,3,1,11.86710429621008
2816,12,3.8,7,3,135000.0,4,2,0,6,0,1,1,0,6,1,11.813037464800539
2817,21,3.7,7,3,182000.0,3,0,0,0,0,0,0,0,2,0,12.111767460549332
2819,12,4.0,7,3,141000.0,7,0,0,1,0,0,3,0,5,2,11.856522261533737
2822,8,4.3,7,3,125500.0,2,1,0,3,0,0,0,0,1,0,11.74006900564972
2823,4,3.4,7,3,100000.0,5,1,1,0,0,0,0,0,1,0,11.51293546492023
2824,9,3.9,7,3,118500.0,5,1,0,3,1,2,2,0,2,0,11.682676678340282
2826,21,3.4,7,3,149500.0,3,1,0,0,0,1,0,0,1,0,11.915058360753719
2828,0,3.9,6,3,109500.0,3,2,1,1,0,2,0,0,5,1,11.603688960617083
2829,15,4.1,6,3,173000.0,3,1,1,3,0,1,3,0,5,0,12.06105265381003
2830,12,3.8,6,3,158000.0,3,1,1,3,0,0,0,0,3,0,11.970356641102999
2831,4,4.3,6,3,154500.0,5,2,1,0,0,0,0,0,0,0,11.947955847790901
2833,12,4.1,6,3,148000.0,8,2,0,3,0,0,0,1,2,0,11.904974309480181
2834,15,3.6,6,3,134000.0,2,2,0,2,0,0,0,0,1,1,11.80560254159177
2835,4,4.0,6,3,102500.0,3,0,0,4,1,0,1,1,1,0,11.537627833610571
2836,7,3.9,6,3,105500.0,5,0,0,2,0,0,0,0,2,0,11.566475710526321
2839,12,3.8,6,3,110000.0,3,1,0,7,0,0,1,0,3,1,11.608244735642321
2841,12,3.8,6,3,120500.0,3,2,0,4,0,0,1,0,4,0,11.699413330633599
2843,21,3.7,6,3,109500.0,3,0,0,1,0,0,1,0,2,0,11.603688960617083
2844,12,3.8,6,3,166000.0,8,1,1,7,1,0,1,0,3,1,12.019749091416921
2845,12,3.8,6,3,120500.0,4,2,0,6,0,1,1,0,6,1,11.699413330633599
2846,12,4.2,6,3,145000.0,2,0,0,4,0,0,0,0,2,1,11.884495917930655
2847,12,3.8,6,3,120500.0,5,1,0,4,0,0,1,0,3,0,11.699413330633599
2848,12,4.5,6,3,142000.0,5,1,0,3,0,4,0,1,4,1,11.863589378812122
2849,12,4.4,6,3,118000.0,1,1,0,4,2,1,2,1,1,0,11.678448377988165
2850,15,3.8,6,3,121500.0,5,1,0,1,0,2,1,0,2,0,11.707677772181546
2851,4,4.3,6,3,174500.0,4,3,2,3,0,0,0,0,1,0,12.069685751267224
2853,12,3.8,6,3,120500.0,4,1,0,5,0,1,1,0,3,0,11.699413330633599
2855,12,3.8,6,3,110000.0,3,1,0,5,0,0,4,0,3,0,11.608244735642321
2856,12,4.3,6,3,147500.0,4,2,0,3,0,0,0,0,0,0,11.901590234400047
2857,21,3.8,6,3,120500.0,3,0,0,1,0,0,1,0,2,0,11.699413330633599
2858,11,3.6,0,1,64000.0,4,2,0,2,2,0,0,0,1,0,11.06665398721974
2859,9,3.8,0,1,87000.0,5,2,1,2,2,0,1,1,3,0,11.373674891823535
2861,8,3.6,0,1,48000.0,6,1,0,1,1,0,0,0,1,0,10.778977123006351
2862,9,3.9,0,1,82000.0,2,1,0,2,0,0,0,1,0,0,11.314486721293981
2865,12,4.2,0,1,135500.0,2,2,1,1,0,3,1,0,0,1,11.816734299348461
2866,12,4.5,0,1,84000.0,8,1,0,1,0,0,0,0,1,0,11.338583982516495
2868,12,4.3,0,1,115500.0,4,1,0,6,2,0,0,0,0,0,11.657034466915164
2871,10,3.7,0,1,72000.0,1,0,0,3,2,0,0,1,1,0,11.184435286790631
2873,12,3.1,0,1,60000.0,5,2,0,4,2,1,0,0,0,0,11.002116507732017
2874,13,3.5,0,1,78000.0,4,2,0,2,1,0,0,1,1,0,11.264476926102367
2875,15,4.0,0,1,91500.0,3,0,1,3,1,0,0,0,3,0,11.424105180165641
2876,5,4.1,0,1,49000.0,2,1,0,2,0,0,0,0,1,0,10.799595985047786
2877,11,3.5,0,1,90500.0,2,2,1,1,2,1,1,0,0,0,11.413116179350727
2880,13,3.8,1,1,123000.0,7,2,1,5,0,2,0,0,1,0,11.719947764402807
2881,4,3.3,1,1,50000.0,3,1,0,0,0,0,1,1,0,0,10.819798284210286
2882,9,3.6,1,1,50500.0,3,1,0,1,1,0,0,2,0,0,10.829748417047593
2884,14,3.5,1,1,61500.0,3,2,0,5,3,0,1,0,2,0,11.026808713825016
2885,11,4.1,1,1,53500.0,1,2,0,0,0,0,0,0,1,0,10.887455624298198
2888,5,2.7,1,1,61500.0,3,1,0,5,1,0,0,0,2,0,11.026808713825016
2889,5,3.8,1,1,55000.0,3,0,0,1,2,0,0,0,0,0,10.915106645867503
2890,4,3.8,1,1,62500.0,3,2,0,0,0,0,0,0,0,0,11.042937835596494
2891,11,3.6,1,1,62000.0,2,1,0,1,0,1,0,0,0,0,11.034905792929415
2892,15,2.7,1,1,69000.0,4,1,0,1,3,0,0,0,2,0,11.141876276228
2893,5,3.8,1,1,76500.0,3,0,1,1,1,0,0,0,0,0,11.245059091624615
2894,4,3.9,1,1,72500.0,5,2,0,3,1,0,0,0,2,1,11.19135563385109
2895,5,4.0,1,1,59000.0,4,2,0,5,2,0,0,1,0,0,10.985309671896763
2896,11,4.0,1,1,61000.0,2,2,0,2,1,0,0,0,2,0,11.0186455364637
2897,11,3.9,1,1,48000.0,5,1,0,3,0,0,0,0,1,0,10.778977123006351
2898,2,3.2,1,1,95000.0,2,2,0,2,2,0,0,0,1,0,11.461642696843066
2900,12,4.8,1,1,110000.0,7,1,1,1,2,0,2,0,1,0,11.608244735642321
2901,5,4.3,1,1,70000.0,5,0,0,1,0,0,0,1,0,0,11.156264806643742
2902,8,4.3,1,1,62000.0,3,2,0,2,0,0,0,0,2,0,11.034905792929415
2903,11,4.2,1,1,65500.0,2,1,0,0,0,0,0,0,1,0,11.089820688682373
2904,14,3.5,2,1,79500.0,5,1,0,4,0,1,1,1,0,0,11.283524879179666
2905,9,3.9,2,1,101500.0,4,2,1,0,1,0,0,0,2,0,11.527823929632195
2906,9,3.5,2,1,61000.0,3,1,0,3,2,0,0,0,1,0,11.0186455364637
2907,12,3.4,2,1,70500.0,3,1,0,4,0,1,0,0,1,0,11.163382173096926
2908,5,3.8,2,1,58000.0,2,1,0,4,1,0,2,0,5,1,10.968215530759236
2911,14,4.5,2,1,64000.0,5,1,0,0,0,0,0,2,0,0,11.06665398721974
2914,12,3.1,2,1,42500.0,3,1,0,3,2,0,1,0,1,0,10.657282884047461
2915,9,3.9,2,1,101500.0,4,2,1,1,1,0,0,0,2,0,11.527823929632195
2916,12,4.1,2,1,61500.0,3,1,0,2,0,1,0,0,1,0,11.026808713825016
2917,9,3.9,2,1,87500.0,2,2,1,0,1,0,0,0,2,0,11.37940550085183
2918,8,3.2,2,1,50000.0,2,1,0,2,0,0,0,0,0,0,10.819798284210286
2919,8,4.2,2,1,56000.0,5,1,0,2,1,1,2,1,3,1,10.933124826700707
2921,4,3.1,2,1,53500.0,2,0,0,4,0,0,0,0,4,0,10.887455624298198
2922,9,3.5,2,1,74500.0,5,1,0,1,2,0,0,1,1,0,11.218567827096358
2924,19,4.2,2,1,64000.0,2,2,0,2,2,0,1,1,1,0,11.06665398721974
2925,14,3.6,2,1,76000.0,7,1,0,4,2,0,2,0,3,1,11.23850177707664
2926,13,3.6,2,1,137000.0,5,1,1,3,0,3,0,0,2,2,11.827743504053695
2927,21,3.7,2,1,91000.0,3,1,0,3,2,0,1,0,4,0,11.418625774449598
2928,18,4.1,2,1,69000.0,4,1,0,1,0,0,0,0,0,0,11.141876276228
2929,12,3.7,2,1,86000.0,5,0,1,2,4,1,0,0,1,0,11.362114203075018
2931,9,4.1,3,1,66500.0,5,1,0,1,2,0,0,0,4,0,11.104972264124868
2932,9,3.9,3,1,79500.0,8,2,1,2,2,0,0,1,1,0,11.283524879179666
2933,5,3.8,3,1,44500.0,3,1,0,0,4,0,0,0,2,0,10.703266939811954
2934,9,2.9,3,1,59500.0,4,1,0,3,3,0,0,2,2,0,10.993748398115178
2936,22,3.0,3,1,78000.0,2,2,0,2,2,0,0,0,0,0,11.264476926102367
2937,12,3.9,3,1,63500.0,5,1,0,0,1,0,0,1,2,0,11.05881093278828
2939,9,4.1,3,1,66500.0,5,1,0,1,2,0,0,0,4,0,11.104972264124868
2940,10,3.8,3,1,109000.0,1,0,0,1,0,0,1,0,1,0,11.599112335481124
2941,3,3.4,3,1,58000.0,2,1,0,5,0,0,0,0,2,0,10.968215530759236
2942,11,3.5,3,1,75000.0,3,2,0,2,1,1,0,0,0,0,11.225256725762893
2943,12,4.4,3,1,87500.0,6,0,1,1,1,0,1,0,2,0,11.37940550085183
2944,9,2.8,3,1,52000.0,4,1,0,1,0,0,1,1,0,0,10.859018228147887
2945,5,3.6,3,1,57000.0,2,1,0,2,2,0,0,1,0,0,10.950824090522445
2946,12,3.0,3,1,85500.0,5,1,1,3,1,0,4,0,4,0,11.356283350762888
2947,22,3.0,3,1,74000.0,4,2,0,2,2,1,3,0,1,0,11.211833885608513
2948,8,4.2,3,1,44500.0,1,0,0,4,1,0,0,1,1,0,10.703266939811954
2949,22,3.0,3,1,65000.0,5,1,0,2,2,0,2,1,0,0,11.082157933374816
2950,9,3.6,3,1,124000.0,5,0,1,3,2,0,1,0,3,0,11.728044909070785
2951,12,3.6,3,1,36500.0,2,1,0,0,0,0,0,0,0,0,10.505094936455558
2952,10,3.3,3,1,65000.0,3,1,1,2,1,0,0,0,0,0,11.082157933374816
2953,0,3.5,3,1,48000.0,3,2,0,0,0,0,0,0,1,0,10.778977123006351
2954,11,2.9,3,1,67000.0,5,0,0,1,1,0,0,0,0,0,11.112462823634855
2956,11,3.8,3,1,65500.0,8,1,1,0,0,0,0,0,0,0,11.089820688682373
2957,13,4.1,3,1,128500.0,5,1,1,2,2,0,0,2,0,0,11.763691965388299
2958,14,4.3,4,1,73500.0,5,1,0,0,2,0,0,1,1,0,11.205054290550551
2959,8,3.9,4,1,152000.0,2,2,1,3,2,1,0,0,2,0,11.931642378754141
2960,23,3.2,4,1,44500.0,2,2,0,0,1,0,0,0,0,0,10.703266939811954
2962,9,3.7,4,1,59000.0,5,1,0,3,1,0,1,1,1,0,10.985309671896763
2965,5,3.6,4,1,79500.0,2,3,1,4,2,0,0,0,3,0,11.283524879179666
2966,8,3.2,4,1,62000.0,7,1,0,3,3,0,0,1,1,0,11.034905792929415
2967,8,3.9,4,1,52000.0,4,2,0,0,0,1,0,1,0,0,10.859018228147887
2968,9,3.7,4,1,72000.0,5,2,0,2,1,0,0,0,1,0,11.184435286790631
2969,12,3.5,4,1,59000.0,5,1,0,1,0,0,0,0,3,0,10.985309671896763
2970,5,3.7,4,1,74000.0,3,2,0,4,1,1,0,0,2,0,11.211833885608513
2971,19,3.6,4,1,44500.0,3,1,0,1,1,0,0,3,1,0,10.703266939811954
2972,9,4.4,4,1,99500.0,4,2,1,2,3,0,0,0,2,0,11.507922973347437
2974,14,4.3,4,1,65500.0,2,0,0,0,0,0,0,2,0,0,11.089820688682373
2975,21,3.3,4,1,72000.0,5,1,0,3,2,1,0,0,6,3,11.184435286790631
2976,13,3.5,4,1,85500.0,3,2,0,2,3,0,0,0,1,0,11.356283350762888
2977,5,3.7,4,1,61500.0,1,1,0,3,1,1,2,0,3,0,11.026808713825016
2978,15,4.4,4,1,79500.0,4,1,0,2,4,1,3,0,2,1,11.283524879179666
2979,9,3.4,4,1,93500.0,5,1,0,3,1,0,1,1,1,0,11.44572741040675
2980,14,4.3,4,1,55000.0,3,1,0,1,1,0,0,2,2,0,10.915106645867503
2981,12,4.6,4,1,67000.0,3,1,0,3,2,0,0,1,1,0,11.112462823634855
2982,15,4.0,4,1,73500.0,3,1,0,2,0,0,0,1,0,0,11.205054290550551
2983,15,3.9,4,1,103500.0,5,1,1,2,2,3,3,0,1,1,11.547336553476635
2984,12,4.5,5,1,167000.0,8,1,2,5,4,5,2,1,7,1,12.025755079404917
2985,5,4.0,5,1,82500.0,5,2,1,5,2,1,0,0,1,0,11.320565693461432
2986,13,3.7,5,1,77000.0,3,1,1,2,1,2,1,0,0,1,11.251573687764477
2987,5,3.9,5,1,64500.0,2,1,0,1,2,0,0,0,3,0,11.07443600653965
2988,13,4.0,5,1,63500.0,2,2,0,4,2,1,0,0,0,0,11.05881093278828
2989,5,4.6,5,1,101000.0,1,0,0,4,0,1,0,0,2,0,11.522885696764481
2990,9,3.9,5,1,78000.0,5,0,0,3,1,0,0,0,4,0,11.264476926102367
2992,5,3.9,5,1,64500.0,2,1,0,2,2,0,0,0,1,0,11.07443600653965
2994,12,4.2,5,1,80000.0,3,2,0,3,1,0,0,0,1,0,11.289794413577894
2996,5,4.1,5,1,91500.0,4,1,0,4,3,0,0,0,1,0,11.424105180165641
2998,5,4.1,5,1,85500.0,5,1,0,3,2,0,0,0,2,0,11.356283350762888
2999,12,4.3,5,1,84500.0,2,0,0,0,0,0,0,0,1,0,11.344518647594766
3000,12,3.8,5,1,88000.0,3,1,0,3,3,0,0,0,1,0,11.385103457032141
3002,12,5.0,5,1,90500.0,2,1,0,1,2,0,0,0,0,0,11.413116179350727
